g,n,iso,fam,ma,lat,lon
taid1250,Tai Dón,twh,Tai-Kadai,Eurasia,21.84898,103.570496667
taih1245,Tai Pao (Retired),thc,Bookkeeping,Eurasia,19.1282,104.225
taih1246,Tai Hongjin,tiz,Tai-Kadai,Eurasia,23.3088,102.586
taii1241,Tai,taw,Nuclear Trans New Guinea,Papunesia,-5.29223,144.66
taik1255,Taikat,aos,Border,Papunesia,-2.9408,140.7495
tail1246,Muak,tlq,Austroasiatic,Eurasia,21.4293,100.985
tail1248,Tai Laing,tjl,Tai-Kadai,Eurasia,24.9041,95.0772
taim1252,Taimyr Pidgin Russian,,Pidgin,Eurasia,69.52,88.53
tain1252,Tai Nüa,tdd,Tai-Kadai,Eurasia,21.7837,99.722
tain1253,Tainae,ago,Angan,Papunesia,-7.40306,145.682
tain1254,Taino,tnq,Arawakan,North America,18.2836,-66.8042
taip1250,Tai Pao,tpo,Tai-Kadai,Eurasia,18.5562,104.658
tair1256,Tairuma,uar,Eleman,Papunesia,-7.94866,145.732
tait1247,Cushitic Taita,,Unclassifiable,Africa,,
tait1248,Tai Thanh,tmm,Tai-Kadai,Eurasia,19.66,104.933
tait1250,Taita,dav,Atlantic-Congo,Africa,-3.79347,38.57254
taiw1241,Taiwan Sign Language,tss,Sign Language,Papunesia,25.0206,121.305
taiy1242,Tai Ya,cuu,Tai-Kadai,Eurasia,23.569,101.899
taiz1242,Ta'izzi-Adeni Arabic,acq,Afro-Asiatic,Eurasia,13.6555,45.6411
taje1237,Taje,pee,Austronesian,Papunesia,-0.72583,120.078
taji1245,Tajik,tgk,Indo-European,Eurasia,38.8213,68.5549
taji1246,Tajio,tdj,Austronesian,Papunesia,-0.31553,120.01
taji1248,Tajiki Arabic,abh,Afro-Asiatic,Eurasia,37.2176,67.3267
taju1238,Tajuasohn,tja,Kru,Africa,5.50685,-8.98904
take1255,Takestani,tks,Indo-European,Eurasia,36.065077,49.688542
take1257,Takelma,tkm,,North America,42.423,-123.452
taki1248,Takia,tbc,Austronesian,Papunesia,-4.69057,145.975
takp1246,Takpa (Retired),tkk,Bookkeeping,Eurasia,28.1652,88.4254
taku1254,Takua,tkz,Austroasiatic,Eurasia,15.4299,108.046
taku1257,Takuu,nho,Austronesian,Papunesia,-4.773094,157.032085
takw1238,Takwane,tke,Atlantic-Congo,Africa,-16.2276,36.249
tala1285,Talaud,tld,Austronesian,Papunesia,4.11846,126.795
tala1295,Tala,tak,Afro-Asiatic,Africa,10.233,9.85457
tali1257,Talieng,tdf,Austroasiatic,Eurasia,16.5287,106.102
tali1258,Talinga-Bwisi,tlj,Atlantic-Congo,Africa,0.676185,29.9494
tali1259,Talise,tlr,Austronesian,Papunesia,-9.76764,160.231
tali1262,Taliabu,tlv,Austronesian,Papunesia,-1.79516,124.869
tall1235,Tallán,,,South America,-5.330824,-80.651093
tall1250,Tal,tal,Afro-Asiatic,Africa,9.15354,9.50774
talo1250,Tasomi-Tata,tlo,Narrow Talodi,Africa,10.6453,30.4815
talo1251,Talondo',tln,Austronesian,Papunesia,-2.4525,119.35
talo1252,Taloki,tlk,Austronesian,Papunesia,-4.6478,122.872
talo1253,Talossan,tzl,Artificial Language,North America,,
talu1238,Lavu-Yongsheng-Talu,yta,Sino-Tibetan,Eurasia,26.4,101.0
taly1247,North-Central Talysh,tly,Indo-European,Eurasia,38.4552,48.6349
tama1328,Taman (Myanmar),tcl,Sino-Tibetan,Eurasia,25.1566,95.1171
tama1331,Tama (Chad),tma,Tamaic,Africa,14.332,21.9951
tama1335,Taman (Indonesia),tmn,Austronesian,Papunesia,1.00003,112.975
tama1336,Tamagario,tcg,Kayagaric,Papunesia,-6.64493,138.892
tama1338,Tamanaku,tmz,Cariban,South America,7.29297,-66.41416
tama1339,Tamazola Mixtec,vmx,Otomanguean,North America,17.1258,-97.0998
tama1340,Tama (Colombia),ten,Tucanoan,South America,1.03332,-75.25
tama1365,Tamasheq,taq,Afro-Asiatic,Africa,14.2038,-2.41269
tamb1253,Tambotalo,tls,Austronesian,Papunesia,-15.5004,167.139
tamb1257,Tambora,xxt,,Papunesia,-8.25,118.0
tamb1267,Tambas,tdk,Afro-Asiatic,Africa,9.36039,9.32836
tami1289,Tamil,tam,Dravidian,Eurasia,10.520219,78.825989
tami1290,Tami,tmy,Austronesian,Papunesia,-6.70017,147.732
tamk1242,Tamki,tax,Afro-Asiatic,Africa,11.4926,18.2295
tamn1235,Tamnim Citak,tml,Nuclear Trans New Guinea,Papunesia,-5.57962,139.233
tamp1251,Tampuan,tpu,Austroasiatic,Eurasia,13.56447,107.24544
tamp1252,Tampulma,tpm,Atlantic-Congo,Africa,9.75577,-1.35467
tamp1254,Tampias Lobu,low,Austronesian,Papunesia,5.72467,116.789
tana1281,Tanapag,tpv,Austronesian,Papunesia,15.237,145.757
tana1288,Tanahmerah,tcm,,Papunesia,-2.5523,133.18
tana1289,Dena'ina,tfn,Athabaskan-Eyak-Tlingit,North America,60.4712,-150.759
tana1290,Tanacross,tcb,Athabaskan-Eyak-Tlingit,North America,63.4046,-143.338
tand1253,Tandia,tni,Austronesian,Papunesia,-2.84228,134.532
tand1256,Tandroy Malagasy,tdx,Austronesian,Africa,-24.80155,45.9
tand1258,Tandaganon,tgn,Austronesian,Papunesia,8.9815,126.186
tand1259,Tanda,,Bookkeeping,Papunesia,-5.744131,146.607144
tane1237,Tanema,tnx,Austronesian,Papunesia,-11.68,166.97
tang1330,Tangchangya,tnv,Indo-European,Eurasia,22.3185,92.5073
tang1334,Tangut,txg,Sino-Tibetan,Eurasia,38.894904,102.246464
tang1336,East-Central Tangkhul Naga,nmf,Sino-Tibetan,Eurasia,25.0489,94.3567
tang1347,Movono,tgp,Austronesian,Papunesia,-15.5643,166.958
tang1348,Tangga,tgg,Austronesian,Papunesia,-4.08824,153.611
tang1353,Tangko,tkx,Nuclear Trans New Guinea,Papunesia,-5.13343,140.269
tang1355,Tanggu,tgu,Ramu,Papunesia,-4.4621,144.916
tang1356,Tanguat,tbs,Ramu,Papunesia,-4.57282,144.927
tang1372,Tanglang-Toloza,ytl,Sino-Tibetan,Eurasia,26.9,99.9
tang1373,Tangwang,,Sino-Tibetan,Eurasia,35.803799,103.54273
tang1374,Tangshewi,tnf,Bookkeeping,Eurasia,38.2267,71.2542
tang1377,Tangam,,Sino-Tibetan,Eurasia,28.95,94.98
tani1255,Tanimbili,tbe,Austronesian,Papunesia,-11.2975,166.507
tani1257,Tanimuca-Retuarã,tnc,Tucanoan,South America,-0.59023,-70.3853
tanj1247,Rjili,uji,Atlantic-Congo,Africa,9.40121,6.87432
tanj1248,Tanjong,tnj,Bookkeeping,,,
tano1246,Tanosy Malagasy,txy,Austronesian,Africa,-24.9186,47.1357
tanp1235,Tanpachoa,,Unclassifiable,North America,31.75917,-106.48861
tanz1238,Tanzanian Sign Language,tza,Sign Language,Africa,-6.82431,39.127
tanz1241,Tanzanian Ngoni,xnj,Atlantic-Congo,Africa,-11.779,35.459
tapa1260,Tapachultec,qcs,Mixe-Zoque,North America,14.9,-92.28
tapa1261,Tapajó,,Unclassifiable,South America,,
tapa1262,Taparita,,Otomaco-Taparita,South America,7.65,-67.6
tape1236,Tapeba,tbb,Bookkeeping,South America,-4.99999,-40.3333
tape1242,Tapei,afp,Arafundi,Papunesia,-4.77763,143.337
tapi1253,Tapieté,tpj,Tupian,South America,-21.4169,-62.684
tapi1254,Tapirapé,taf,Tupian,South America,-10.5373,-50.5438
tara1303,Tarairiu,,Unclassifiable,South America,-5.6988166,-36.1576346
tara1313,Tarao,tro,Sino-Tibetan,Eurasia,24.4003,94.1703
tare1239,Tareng,tgr,Bookkeeping,Eurasia,15.4928,107.296
tari1256,Tariana,tae,Arawakan,South America,0.440205,-68.9042
tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,Afro-Asiatic,Africa,34.916974,-3.430616
tarj1235,Tarjumo,txj,Saharan,Africa,11.852298,13.157959
taro1263,Tarok,yer,Atlantic-Congo,Africa,8.98356,10.0288
taro1264,Seediq,trv,Austronesian,Papunesia,23.9032,121.358
tarp1240,Tarpia,tpf,Austronesian,Papunesia,-2.322279,140.115497
tarp1241,Sufrai,suf,Bookkeeping,,,
tart1237,Tartessian,txr,Unclassifiable,Eurasia,37.23754,-8.12394
taru1236,Taruma,tdm,,South America,1.666,-58.653
tasa1240,Tasawaq,twq,Songhay,Africa,16.7814,6.92037
tase1235,Pangwa Naga,nst,Sino-Tibetan,Eurasia,27.2572,96.3855
tasm1246,Tasmate,tmt,Austronesian,Papunesia,-15.0792,166.664
tasm1247,Tasmanian,xtz,Bookkeeping,Australia,,
tata1255,Tatar,tat,Turkic,Eurasia,55.79592,49.11577
tata1257,Tatana,txx,Austronesian,Papunesia,5.49808,115.553
tata1258,Tataltepec Chatino,cta,Otomanguean,North America,16.2963,-97.5311
tatu1247,Tatuyo,tav,Tucanoan,South America,0.55582,-70.5327
taua1242,Tauade,ttd,,Papunesia,-8.3486,147.094
taul1251,Taulil,tuh,Taulil-Butam,Papunesia,-4.44425,152.095
taun1248,Taungyo,tco,Sino-Tibetan,Eurasia,20.4104,96.7401
taup1242,Taupota,tpa,Austronesian,Papunesia,-10.2275,150.373
taus1251,Tausug,tsg,Austronesian,Papunesia,5.12236,118.88
taus1252,Tause,tad,Lakes Plain,Papunesia,-2.8406,136.899
taus1253,Taushiro,trr,,South America,-3.22497,-75.5603
taut1234,Taut Batu,,Austronesian,Papunesia,8.88129,117.673091
tauy1241,Tauya,tya,Nuclear Trans New Guinea,Papunesia,-5.74255,145.366
tave1240,Taveta,tvs,Atlantic-Congo,Africa,-3.41822,37.7061
tavo1242,Tavoyan,tvn,Sino-Tibetan,Eurasia,14.1078,98.194
tavr1235,Tavringer Romani,rmu,Speech Register,Eurasia,62.2313,14.4036
tawa1270,Tawara,twl,Atlantic-Congo,Africa,-16.0167,31.621
tawa1275,Tawala,tbo,Austronesian,Papunesia,-10.3115,150.644
tawa1278,Tawandê,xtw,Nambiquaran,South America,-11.784632,-60.535032
tawa1286,Tawallammat Tamajaq,ttq,Afro-Asiatic,Africa,13.9878,4.47692
tawa1289,Tawang Monpa,twm,Bookkeeping,Eurasia,27.7686,92.1838
tawe1235,Tawendê,,Unattested,South America,,
tawo1243,Tawoyan,twy,Austronesian,Papunesia,-1.30017,115.204
tawo1244,Taworta,tbp,Lakes Plain,Papunesia,-3.43455,139.061
tawr1235,Laamtuk Thet,tcp,Sino-Tibetan,Eurasia,22.4996,94.0957
taya1256,Tayabas Ayta near Lucena City in Western Quezon,ayy,Unattested,Papunesia,16.3171,121.293
taya1257,Tayart Tamajeq,thz,Afro-Asiatic,Africa,16.9232,7.6743
tayb1240,Tay Boi,tas,Pidgin,Eurasia,13.8962,108.257
tayk1238,Tay Khang,tnu,Tai-Kadai,Eurasia,18.6624,104.367
tayo1238,Tayo,cks,Indo-European,Papunesia,-22.2277,166.546
tays1238,Tày Sa Pa,tys,Tai-Kadai,Eurasia,22.295,103.805
tayt1241,Tày Tac,tyt,Tai-Kadai,Eurasia,21.3831,104.008
tayy1238,Tày,tyz,Tai-Kadai,Eurasia,21.6448,106.167
tazn1238,Sud Oranais-Gourara,grr,Afro-Asiatic,Africa,29.1107,0.01992
tbol1240,Tboli,tbl,Austronesian,Papunesia,6.20377,124.538
tchi1245,Tchitchege,tck,Atlantic-Congo,Africa,-2.03393,13.6001
tchu1241,Tchumbuli,bqa,Atlantic-Congo,Africa,8.43449,2.55627
tean1237,Teanu,tkw,Austronesian,Papunesia,-11.6752,166.868
tebu1239,Tebul Ure Dogon,dtu,Dogon,Africa,14.66,-3.1
tebu1240,Tebul Sign Language,tsy,Sign Language,Africa,14.499995,-3.499957
tecp1235,Tecpatlán Totonac,tcw,Totonacan,North America,20.2394,-97.8675
teda1241,Tedaga,tuq,Saharan,Africa,18.0426,14.7717
tedi1235,Tedim Chin,ctd,Sino-Tibetan,Eurasia,23.6079,93.519
teee1242,Tee,tkq,Atlantic-Congo,Africa,4.73213,7.37553
teen1242,Téén,lor,Atlantic-Congo,Africa,9.84556,-3.71183
tefa1238,Tefaro,tfo,Geelvink Bay,Papunesia,-2.35042,136.753
tega1236,Tegali,ras,Rashad,Africa,11.9523,31.1112
tehi1237,Tehit,kps,West Bird's Head,Papunesia,-1.51049,131.985
tehu1242,Tehuelche,teh,Chonan,South America,-47.5796,-68.3235
teiw1235,Teiwa,twe,Timor-Alor-Pantar,Papunesia,-8.37662,124.174
teja1235,Tejalapan Zapotec,ztt,Otomanguean,North America,17.0944,-96.8876
teke1274,Teke-Fuumu,ifm,Atlantic-Congo,Africa,-3.59003,15.5061
teke1275,Latege,teg,Atlantic-Congo,Africa,-1.61688,14.8664
teke1276,Teke-Tyee,tyx,Atlantic-Congo,Africa,-3.50685,13.8668
teke1277,Teke-Laali,lli,Atlantic-Congo,Africa,-3.34458,13.2703
teke1278,Teke-Eboo-Nzikou,ebo,Atlantic-Congo,Africa,-2.384219,15.623277
teke1280,Teke-Kukuya,kkw,Atlantic-Congo,Africa,-2.27122,14.4407
teke1281,Teke-Tsaayi,tyi,Atlantic-Congo,Africa,-2.98028,13.8603
tekt1235,Tektiteko,ttc,Mayan,North America,15.4599,-92.1136
tela1241,Tela-Masbuar,tvm,Austronesian,Papunesia,-8.01195,129.687
tele1256,Telefol,tlf,Nuclear Trans New Guinea,Papunesia,-5.07444,141.731
telu1262,Telugu,tel,Dravidian,Eurasia,16.4529,78.7024
telu1263,Teluti,tlt,Austronesian,Papunesia,-3.2969,129.663
tema1239,Temascaltepec Nahuatl,nhv,Uto-Aztecan,North America,19.3282,-99.7968
tema1243,Oued Righ,tjo,Afro-Asiatic,Africa,33.3489,6.06562
temb1270,Tembo (Kitembo),tbt,Atlantic-Congo,Africa,-1.91863,28.5778
temb1272,Motembo-Kunda,tmv,Atlantic-Congo,Africa,2.0246,20.36849
temb1276,Tenetehara,tqb,Tupian,South America,-2.6123,-48.2359
temb1278,Tembey,,Unclassifiable,South America,-26.4819663,-55.1291115
teme1252,Teme,tdo,Atlantic-Congo,Africa,8.74437,11.3894
temi1246,Temiar,tea,Austroasiatic,Eurasia,4.974,101.438
temi1247,Temi,soz,Atlantic-Congo,Africa,-2.19303,35.8035
temm1241,Tem,kdh,Atlantic-Congo,Africa,8.967,1.136
temo1243,Temoq,tmo,Austroasiatic,Eurasia,3.11331,102.916
temo1245,Temoaya Otomi,ott,Otomanguean,North America,19.6001,-99.6541
temu1239,Temuan,tmw,Austronesian,Eurasia,2.78176,101.906
tena1240,Tena Lowland Quichua,quw,Quechuan,South America,-0.76271,-77.5404
tena1241,Tenango Otomi,otn,Otomanguean,North America,20.4262,-98.1751
tene1248,Tengou-Togo Dogon,dtk,Dogon,Africa,14.0675,-3.37158
teng1267,Tenggarong Kutai Malay,vkt,Austronesian,Papunesia,0.71803,117.645
teng1272,Tengger,tes,Austronesian,Papunesia,-7.89069,113.037
tenh1241,Tenharim-Parintintin-Diahoi,pah,Tupian,South America,-7.92626,-61.936
teni1238,Tenino,tqn,Sahaptian,North America,44.7985,-121.44
teni1244,Tenis,tns,Austronesian,Papunesia,-1.65074,150.672
tenn1245,T'en,tct,Tai-Kadai,Eurasia,25.6717,107.309
tenn1246,Tennet,tex,Surmic,Africa,4.91107,32.6307
teoj1234,Teojomulco Chatino,,Otomanguean,North America,16.590622,-97.224437
teop1238,Teop,tio,Austronesian,Papunesia,-5.67474,154.971
teor1240,Teor,tev,Austronesian,Papunesia,-4.74159,131.737
tepa1234,Te Parau Tinito,,Pidgin,Papunesia,-17.679,-149.406
tepe1278,Tepecano,tep,Uto-Aztecan,North America,22.03529,-103.7367
tepe1279,Tepetotutla Chinantec,cnt,Otomanguean,North America,17.7115,-96.5404
tepe1280,Tepeuxila Cuicatec,cux,Otomanguean,North America,17.756,-96.788
tepi1241,Tepinapa Chinantec,cte,Otomanguean,North America,17.6651,-96.1433
tepo1239,Tepo Krumen,ted,Kru,Africa,5.16267,-7.66346
tepp1235,Tep,,Atlantic-Congo,Africa,6.675724,11.117363
tequ1245,Tequistlateco Chontal,,Tequistlatecan,North America,16.4,-95.59
tera1251,Tera,ttr,Afro-Asiatic,Africa,11.0376,11.80953
tere1272,Teressa,tef,Austroasiatic,Eurasia,8.23716,93.1297
tere1276,Terebu,trb,Austronesian,Papunesia,-3.68721,143.835
tere1277,Tereweng,twg,Timor-Alor-Pantar,Papunesia,-8.48063,124.271
tere1278,Terei,buo,South Bougainville,Papunesia,-6.70051,155.745
tere1279,Terena-Kinikinao-Chane,ter,Arawakan,South America,-20.6614,-56.0329
tere1282,Terena Sign Language,,Sign Language,South America,,
teri1244,Terik,tec,Nilotic,Africa,0.6,35.0
teri1250,Teribe,tfr,Chibchan,North America,9.067,-82.9631
term1237,Termanu,twu,Austronesian,Papunesia,-10.7326,123.169
tern1247,Ternate,tft,North Halmahera,Papunesia,0.80562,127.333
tern1248,Ternateño,tmg,Indo-European,Papunesia,14.28,120.72
ters1235,Ter Saami,sjt,Uralic,Eurasia,67.2458,38.5061
ters1236,Terschelling Frisian,,Indo-European,Eurasia,53.4,5.316667
tesa1236,Tesaka Malagasy,tkg,Austronesian,Africa,-23.3,47.33
tese1238,Tese,keg,Temeinic,Africa,11.3885,29.5803
tesh1239,Teshenawa,twc,Afro-Asiatic,Africa,9.64189,8.35594
teso1249,Teso,teo,Nilotic,Africa,1.18321,33.9394
tete1250,Tetela,tll,Atlantic-Congo,Africa,-4.29314,24.546
tete1251,Tetelcingo Nahuatl,nhg,Uto-Aztecan,North America,18.8854,-98.893
tete1252,Tetete,teb,Bookkeeping,South America,-0.02668,-76.5761
tets1235,Tetserret,tez,Afro-Asiatic,Africa,14.973333,5.699722
tetu1245,Tetum,tet,Austronesian,Papunesia,-9.11217,125.528
tetu1246,Tetun Dili,tdt,Austronesian,Papunesia,-8.58405,125.583
teun1241,Te'un,tve,Austronesian,Papunesia,-6.97086,129.143718
teus1236,Teushen,,Chonan,South America,-43.187556,-70.187989
teut1235,Teutila Cuicatec,cut,Otomanguean,North America,17.9029,-96.6645
tewa1260,Rio Grande Tewa,tew,Kiowa-Tanoan,North America,35.9053,-106.124
tewe1238,Tewe,twx,Atlantic-Congo,Africa,-18.4459,33.8246
texc1235,Texcatepec Otomi,otx,Otomanguean,North America,20.7342,-98.2663
texi1237,Texistepec Popoluca,poq,Mixe-Zoque,North America,17.8926,-94.8076
texm1235,Texmelucan Zapotec,zpz,Otomanguean,North America,16.49197,-97.08947
tezo1238,Tezoatlán Mixtec,mxb,Otomanguean,North America,17.6155,-97.9002
thaa1239,Tha,thy,Atlantic-Congo,Africa,9.21338,11.1751
thac1235,Thachanadan,thn,Dravidian,Eurasia,11.2651,76.3642
thad1238,Thado Chin,tcz,Sino-Tibetan,Eurasia,24.096,93.722
thai1240,Thai Sign Language,tsq,Sign Language,Eurasia,13.7837,100.445
thai1259,Thai Song,soa,Tai-Kadai,Eurasia,13.2136,99.8651
thai1261,Thai,tha,Tai-Kadai,Eurasia,14.192,100.671
thai1262,Thaipum Chin,cth,Bookkeeping,Eurasia,,
thak1245,Thakali,ths,Sino-Tibetan,Eurasia,28.7014,83.6466
than1255,Thangal Naga,nki,Sino-Tibetan,Eurasia,25.3472,93.8396
than1259,Thangmi,thf,Sino-Tibetan,Eurasia,28.7554,85.7657
thao1240,Thao,ssf,Austronesian,Papunesia,23.8333,120.93
thar1283,Tharaka,thk,Atlantic-Congo,Africa,-0.13221,38.073
thay1248,Thaypan,typ,Pama-Nyungan,Australia,-14.8292,143.324
thay1249,Thayore,thd,Pama-Nyungan,Australia,-14.8159,142.034
thee1239,Theen,,Austroasiatic,Eurasia,19.379873,102.414123
thee1240,The,thx,Bookkeeping,Eurasia,14.6733,106.667
thii1234,Thiin,iin,Pama-Nyungan,Australia,-23.71156576435,116.68011572516
thom1243,Thompson,thp,Salishan,North America,50.1668,-120.193
thoo1240,Tho,tou,Austroasiatic,Eurasia,19.3563,105.363
thop1236,Thopho,ytp,Sino-Tibetan,Eurasia,24.15,104.9
thra1250,Thracian,txh,Indo-European,Eurasia,42.115469,24.711977
thud1238,Thudam,thw,Bookkeeping,Eurasia,27.7678,87.6189
thul1246,Thulung,tdh,Sino-Tibetan,Eurasia,27.5389,87.6063
thul1247,Thu Lao,tyl,Bookkeeping,Eurasia,22.7528,104.251
thur1254,Thurawal,tbh,Pama-Nyungan,Australia,-34.634,150.721
thur1255,Thuri,thu,Nilotic,Africa,8.72567,26.4858
tiag1235,Tiagbamrin Aizi,ahi,Kru,Africa,5.28022,-4.62352
tial1239,Tiale,mnl,Austronesian,Papunesia,-15.2334,166.842
tian1237,Tiang,tbj,Austronesian,Papunesia,-2.95505,150.935
tibe1272,Tibetan,bod,Sino-Tibetan,Eurasia,28.3681,90.1872
tibe1274,Tibea,ngy,Atlantic-Congo,Africa,5.30535,11.3103
tibe1277,Tibetan Sign Language,lsn,Sign Language,Eurasia,29.651803,91.157981
tich1238,Tichurong,tcn,Sino-Tibetan,Eurasia,28.9506,83.4672
ticu1245,Ticuna,tca,Ticuna-Yuri,South America,-3.66289,-69.8723
tida1235,Tidaá Mixtec,mtx,Otomanguean,North America,17.4142,-97.3333
tidi1241,Tidikelt-Tuat Tamazight,tia,Afro-Asiatic,Africa,27.019,1.86218
tido1248,Tidore,tvo,North Halmahera,Papunesia,0.02461,127.746
tief1242,Tiefo-Daramandugu,tiq,Atlantic-Congo,Africa,10.7184,-4.52619
tief1244,Tiefo-Nyafogo-Numudara,,Atlantic-Congo,Africa,10.85,-4.45
tiem1235,Tiemacèwè Bozo,boo,Mande,Africa,15.47052,-4.25688
tien1242,Tiene,tii,Atlantic-Congo,Africa,-2.84694,16.4765
tiey1235,Tiéyaxo Bozo,boz,Mande,Africa,14.1223,-5.08609
tifa1245,Tifal,tif,Nuclear Trans New Guinea,Papunesia,-5.03899,141.293
tiga1245,Tigak,tgc,Austronesian,Papunesia,-2.70951,150.893
tigo1236,Tigon Mbembe,nza,Atlantic-Congo,Africa,6.983995,10.70849
tigr1270,Tigre,tig,Afro-Asiatic,Africa,17.3494,38.2233
tigr1271,Tigrinya,tir,Afro-Asiatic,Africa,15.3359,38.9266
tiii1241,Tii,txq,Austronesian,Papunesia,-10.8425,122.963
tija1235,Tijaltepec Mixtec,xtl,Otomanguean,North America,17.1539,-97.4578
tiju1234,Tijuana Sign Language,,Bookkeeping,North America,,
tika1246,Tikar,tik,Atlantic-Congo,Africa,5.87004,11.6104
tikh1243,Tikhakic,,Sino-Tibetan,Eurasia,27.381782,96.024393
tiko1237,Tikopia,tkp,Austronesian,Papunesia,-12.2766,168.822
tila1239,Tilapa Otomi,otl,Otomanguean,North America,19.4403,-99.5074
till1254,Tillamook,til,Salishan,North America,45.5,-123.83
tilq1235,Tilquiapan Zapotec,zts,Otomanguean,North America,16.8529,-96.6321
tilu1238,Tilung,tij,Sino-Tibetan,Eurasia,27.2203,86.4694
tima1241,Tima,tms,Katla-Tima,Africa,11.7176,29.1632
timb1251,Timbe,tim,Nuclear Trans New Guinea,Papunesia,-6.06875,147.057
timn1235,Timne,tem,Atlantic-Congo,Africa,8.90294,-12.3331
timo1237,Timote-Cuica,,,South America,8.848165,-70.975342
timo1258,Timor Pidgin,tvy,Indo-European,Papunesia,-8.65995,125.59
timu1245,Timucua,tjm,,North America,30.3027,-82.3132
timu1262,Timugon Murut,tih,Austronesian,Papunesia,5.1796,115.826
tina1246,Tinani,lbf,Sino-Tibetan,Eurasia,32.2852,77.9912
tina1248,Tinà Sambal,xsb,Austronesian,Papunesia,15.5797,120.095
tind1238,Tindi,tin,Nakh-Daghestanian,Eurasia,42.3316,45.9227
ting1238,Tingui-Boto,tgv,Bookkeeping,South America,-11.5816,-37.538
ting1253,Tingal,tie,Bookkeeping,Africa,12.1797,31.1244
tini1245,Tinigua,tit,,South America,2.716,-73.768
tinp1237,Tinputz,tpz,Austronesian,Papunesia,-5.58358,154.972
tipp1239,Tippera,tpe,Sino-Tibetan,Eurasia,23.5864,92.0747
tira1253,Tirahi,tra,Indo-European,Eurasia,34.1792,69.5901
tira1254,Tira,tic,Heibanic,Africa,11.0963,30.8092
tira1258,Tiranige Diga Dogon,tde,Dogon,Africa,14.76,-3.7
tiri1258,Tiri-Mea,cir,Austronesian,Papunesia,-21.8147,165.792
tiru1241,Tiruray,tiy,Austronesian,Papunesia,6.77321,124.127
tita1240,Tita,tdq,Atlantic-Congo,Africa,8.19382,10.1272
tita1241,Titan,ttv,Austronesian,Papunesia,-2.18168,146.888
tive1236,Tiverighotto,,Cariban,South America,10.102185,-62.515411
tivv1240,Tiv,tiv,Atlantic-Congo,Africa,6.88039,9.26287
tiwa1253,Tiwa (India),lax,Sino-Tibetan,Eurasia,26.0667,92.2583
tiwi1244,Tiwi,tiw,,Australia,-11.6308,130.949
tjur1240,Tjurruru,tju,Pama-Nyungan,Australia,-22.842,118.267
tlac1235,Tlachichilco Tepehua,tpt,Totonacan,North America,20.704,-98.1947
tlac1237,Tlacoapa Me'phaa,tpl,Otomanguean,North America,17.3262,-98.8013
tlac1239,Tlacoatzintepec Chinantec,ctl,Otomanguean,North America,17.8646,-96.5176
tlac1240,Tlacolulita Zapotec,zpk,Otomanguean,North America,16.2971,-95.7414
tlah1239,Tlahuitoltepec Mixe,mxp,Mixe-Zoque,North America,16.9634,-96.1186
tlal1234,Tlalitzlipa Nahuatl,nhj,Bookkeeping,,,
tlam1239,Tlamacazapa Nahuatl,nuz,Uto-Aztecan,North America,18.6239,-99.3992
tlaz1235,Tlazoyaltepec Mixtec,mqh,Otomanguean,North America,17.02704,-96.97827
tlin1245,Tlingit,tli,Athabaskan-Eyak-Tlingit,North America,59.4447,-135.29
toab1237,To'abaita,mlu,Austronesian,Papunesia,-8.39233,160.619
toal1234,Toala',tlz,Bookkeeping,Papunesia,,
toar1246,Toaripi,tqo,Eleman,Papunesia,-8.07231,146.206
toba1266,Tobati,tti,Austronesian,Papunesia,-2.56434,140.71
toba1268,Toba-Enenlhet,tmf,Lengua-Mascoy,South America,-21.5474,-58.0158
toba1269,Toba,tob,Guaicuruan,South America,-23.77,-61.96
toba1280,Tobanga,tng,Afro-Asiatic,Africa,9.8289,16.209
toba1282,Tobagonian Creole English,tgh,Indo-European,South America,11.2388,-60.6791
tobe1252,Tobelo,tlb,North Halmahera,Papunesia,1.0946,128.154
tobi1238,Tobian,tox,Austronesian,Papunesia,3.004528,131.171295
tobi1239,Tobilung,tgb,Austronesian,Papunesia,6.56097,116.67
toca1235,Tocantins Asurini,asu,Tupian,South America,-3.59359,-49.8991
toch1257,Tocho,taz,Narrow Talodi,Africa,10.8828,30.1567
toda1252,Toda,tcx,Dravidian,Eurasia,11.4184,77.0168
todr1244,Todrah,tdr,Austroasiatic,Eurasia,14.5672,108.114
tofa1246,Tofanma,tlg,Namla-Tofanma,Papunesia,-3.74322,140.591
tofi1235,Tofin Gbe,tfi,Atlantic-Congo,Africa,6.51774,2.43226
togb1241,Togbo-Vara Banda,tor,Atlantic-Congo,Africa,6.35815,22.7362
togo1252,Togoyo,tgy,Atlantic-Congo,Africa,8.6629,25.9756
toho1245,Tohono O'odham,ood,Uto-Aztecan,North America,31.7973,-111.995
tojo1241,Tojolabal,toj,Mayan,North America,16.2572,-91.7825
toka1244,Tokano,zuh,Nuclear Trans New Guinea,Papunesia,-6.05047,145.298
toke1240,Tokelau,tkl,Austronesian,Papunesia,-9.227642,-171.780833
tokh1242,Tokharian A,xto,Indo-European,Eurasia,42.98,89.18
tokh1243,Tokharian B,txb,Indo-European,Eurasia,41.65,82.9
toki1239,Toki Pona,tok,Artificial Language,North America,,
tokp1240,Tok Pisin,tpi,Indo-European,Papunesia,-9.41971,147.303
